,Film_FirstReleaseMonth_Cat_April,Film_FirstReleaseMonth_Cat_August,Film_FirstReleaseMonth_Cat_December,Film_FirstReleaseMonth_Cat_February,Film_FirstReleaseMonth_Cat_January,Film_FirstReleaseMonth_Cat_July,Film_FirstReleaseMonth_Cat_June,Film_FirstReleaseMonth_Cat_March,Film_FirstReleaseMonth_Cat_May,Film_FirstReleaseMonth_Cat_November,Film_FirstReleaseMonth_Cat_October,Film_FirstReleaseMonth_Cat_September,Film_Metacritic,Genre_Action,Genre_Adventure,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Nomination_Film_Title,Nomination_Is_Winner,Nominations_Academy_Crew_OtherNomPrevYearCount,Nominations_Academy_Crew_OtherNomSameYearCount,Nominations_Academy_Crew_OtherWinPrevYearCount,Nominations_Academy_Film_ActorNomCount,Nominations_Academy_Film_ActressNomCount,Nominations_Academy_Film_BestPictureNomCount,Nominations_Academy_Film_DirectorNomCount,Nominations_Academy_Film_HasMajorNoms,Nominations_Academy_Film_OtherNomCount,Nominations_Academy_Film_ScreenplayNomCount,Nominations_Academy_Person_OtherBestActorNomPrevYearCount,Nominations_Academy_Person_OtherBestActorNomSameYearCount,Nominations_Academy_Person_OtherBestActorWinPrevYearCount,Nominations_Academy_Person_OtherBestSupportingActorNomPrevYearCount,Nominations_Academy_Person_OtherBestSupportingActorNomSameYearCount,Nominations_Academy_Person_OtherBestSupportingActorWinPrevYearCount,Nominations_Academy_Person_OtherNonBestActorNomPrevYearCount,Nominations_Academy_Person_OtherNonBestActorNomSameYearCount,Nominations_Academy_Person_OtherNonBestActorWinPrevYearCount,Person_Age,Person_Name
142,0,0,0,0,0,0,0,0,0,0,1,0,72.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dances with Wolves  ,0,3,0,2,0,0,1,1,0,8,1,0,0,0,0,0,0,0,2,0,35,Kevin Costner
143,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,The Field  ,0,11,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,Richard Harris
144,0,0,1,0,0,0,0,0,0,0,0,0,74.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Awakenings  ,0,16,0,2,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,47,Robert De Niro
145,0,0,0,1,0,0,0,0,0,0,0,0,97.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,My Left Foot: The Story of Christy Brown  ,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,32,Daniel Day-Lewis
146,0,0,0,0,0,0,0,0,0,0,1,0,83.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Henry V  ,0,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,29,Kenneth Branagh
147,0,0,1,0,0,0,0,0,0,0,0,0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Driving Miss Daisy  ,0,9,1,0,1,1,1,0,0,5,1,0,0,0,1,0,0,0,0,0,52,Morgan Freeman
148,0,0,0,0,0,0,1,0,0,0,0,0,79.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dead Poets Society  ,0,13,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,38,Robin Williams
149,0,0,1,0,0,0,0,0,0,0,0,0,75.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Born on the Fourth of July  ,0,9,1,2,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,27,Tom Cruise
150,0,0,1,0,0,0,0,0,0,0,0,0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rain Man  ,1,9,0,3,0,0,1,1,0,4,1,4,0,1,0,0,0,0,0,0,51,Dustin Hoffman
151,0,0,0,1,0,0,0,0,0,0,0,0,77.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stand and Deliver  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Edward James Olmos
152,0,0,1,0,0,0,0,0,0,0,0,0,65.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Mississippi Burning  ,0,9,0,1,0,0,1,1,0,4,0,0,0,1,2,0,0,0,0,0,58,Gene Hackman
153,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pelle erobreren  ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,Max von Sydow
154,0,0,0,0,0,0,1,0,0,0,0,0,73.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Big  ,0,14,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,Tom Hanks
155,0,0,1,0,0,0,0,0,0,0,0,0,56.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wall Street  ,1,14,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,Michael Douglas
156,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ironweed  ,0,9,0,2,1,1,0,0,0,0,0,4,0,1,2,0,1,0,0,0,50,Jack Nicholson
157,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Oci ciornie  ,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63,Marcello Mastroianni
158,0,0,1,0,0,0,0,0,0,0,0,0,67.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Good Morning, Vietnam  ",0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Robin Williams
159,0,0,1,0,0,0,0,0,0,0,0,0,84.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Broadcast News  ,0,20,1,8,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,37,William Hurt
160,0,0,0,0,0,0,0,0,0,0,1,0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The Color of Money  ,1,10,0,2,0,0,0,0,0,2,1,6,0,0,0,0,0,1,0,1,61,Paul Newman
161,0,0,0,0,0,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mona Lisa  ,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Bob Hoskins
162,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,'Round Midnight  ,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,Dexter Gordon
163,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Salvador  ,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,James Woods
164,0,0,0,0,0,0,0,0,0,0,0,1,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Children of a Lesser God  ,0,10,0,6,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,36,William Hurt
165,0,0,0,0,0,0,0,0,1,0,0,0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kiss of the Spider Woman  ,1,3,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,35,William Hurt
166,0,0,0,1,0,0,0,0,0,0,0,0,76.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Witness  ,0,6,0,3,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,43,Harrison Ford
167,0,0,0,0,0,0,1,0,0,0,0,0,84.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Prizzi's Honor  ,0,21,1,2,0,0,1,1,0,4,1,3,0,1,2,0,1,0,0,0,48,Jack Nicholson
168,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Murphy's Romance  ,0,19,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,James Garner
169,0,0,0,0,0,0,0,0,0,1,0,0,67.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Runaway Train  ,0,2,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,47,Jon Voight
170,0,0,0,0,0,0,0,0,0,0,0,1,88.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amadeus  ,1,7,0,6,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,45,F. Murray Abraham
171,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under the Volcano  ,0,17,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,48,Albert Finney
172,0,0,1,0,0,0,0,0,0,0,0,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Starman  ,0,21,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,Jeff Bridges
173,0,0,0,0,0,0,0,0,0,1,0,0,76.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,The Killing Fields  ,0,3,2,2,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,44,Sam Waterston
174,0,0,0,0,0,0,0,0,0,0,0,1,88.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amadeus  ,0,7,0,6,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,31,Tom Hulce
175,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tender Mercies  ,1,5,0,2,0,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,52,Robert Duvall
176,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Dresser  ,0,7,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,47,Albert Finney
177,0,0,0,0,0,0,1,0,0,0,0,0,52.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Educating Rita  ,0,4,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,50,Michael Caine
178,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Reuben, Reuben  ",0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,Tom Conti
179,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Dresser  ,0,8,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,46,Tom Courtenay
180,0,0,0,0,0,0,0,0,0,1,0,0,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gandhi  ,1,11,0,3,0,0,1,1,0,7,1,0,0,0,0,0,0,0,0,0,39,Ben Kingsley
181,0,0,1,0,0,0,0,0,0,0,0,0,88.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tootsie  ,0,19,3,3,0,0,1,1,0,6,1,3,0,1,0,0,0,0,0,0,45,Dustin Hoffman
182,0,0,0,1,0,0,0,0,0,0,0,0,78.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Missing  ,0,4,0,4,1,1,1,0,0,0,1,5,0,1,0,0,1,0,0,0,57,Jack Lemmon
183,0,0,1,0,0,0,0,0,0,0,0,0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Verdict  ,0,13,0,0,0,0,1,1,0,1,1,5,0,0,0,0,0,1,0,0,57,Paul Newman
184,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,My Favorite Year  ,0,10,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,50,Peter O'Toole
185,0,0,0,0,0,0,0,0,0,1,0,0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On Golden Pond  ,1,38,0,10,1,1,1,1,1,5,1,1,0,0,0,0,0,1,0,1,76,Henry Fonda
186,0,0,0,0,0,0,0,0,0,0,0,1,85.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Atlantic City, USA  ",0,1,0,1,1,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,68,Burt Lancaster
187,0,0,0,0,0,1,0,0,0,0,0,0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Arthur  ,0,3,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,46,Dudley Moore
188,0,0,0,0,0,0,0,0,0,1,0,0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Absence of Malice  ,0,16,0,5,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,56,Paul Newman
189,0,0,1,0,0,0,0,0,0,0,0,0,76.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Reds  ,0,18,0,7,1,1,1,1,1,7,1,2,0,0,0,0,0,5,3,0,44,Warren Beatty
190,0,0,0,0,0,0,0,0,0,1,0,0,89.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Raging Bull  ,1,7,0,6,0,0,1,1,0,5,0,2,0,0,0,0,1,0,0,0,37,Robert De Niro
191,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tribute  ,0,5,0,3,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,55,Jack Lemmon
192,0,0,0,0,0,0,0,0,0,0,1,0,77.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Elephant Man  ,0,14,0,6,0,0,1,1,0,4,1,0,0,0,1,0,0,0,0,0,40,John Hurt
193,0,0,0,0,0,0,0,1,0,0,0,0,77.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,The Stunt Man  ,0,7,1,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,48,Peter O'Toole
194,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Great Santini  ,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,49,Robert Duvall
195,0,0,1,0,0,0,0,0,0,0,0,0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kramer vs. Kramer  ,1,7,1,3,0,0,1,1,0,5,1,3,0,0,0,0,0,0,0,0,42,Dustin Hoffman
196,0,0,0,0,0,0,0,0,0,0,0,1,58.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,...and justice for all.  ,0,10,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,39,Al Pacino
197,0,0,0,0,0,0,0,1,0,0,0,0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,The China Syndrome  ,0,16,1,7,1,1,0,0,0,1,1,3,0,1,0,0,1,0,0,0,54,Jack Lemmon
198,0,0,1,0,0,0,0,0,0,0,0,0,84.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Being There  ,0,21,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,54,Peter Sellers
199,0,0,1,0,0,0,0,0,0,0,0,0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All That Jazz  ,0,10,0,2,0,0,1,1,0,5,1,0,0,0,1,0,0,0,0,0,47,Roy Scheider
200,0,0,0,1,0,0,0,0,0,0,0,0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Coming Home  ,1,12,2,10,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,40,Jon Voight
201,0,0,0,0,0,0,0,0,1,0,0,0,78.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Buddy Holly Story  ,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,34,Gary Busey
202,0,1,0,0,0,0,0,0,0,0,0,0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,The Boys from Brazil  ,0,13,0,8,0,0,0,0,0,2,0,7,0,1,1,0,0,1,1,1,71,Laurence Olivier
203,0,0,1,0,0,0,0,0,0,0,0,0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,The Deer Hunter  ,0,13,0,1,0,0,1,1,0,5,1,1,0,0,0,0,1,0,0,0,35,Robert De Niro
204,0,0,0,0,0,0,1,0,0,0,0,0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Heaven Can Wait  ,0,19,3,6,0,0,1,1,0,5,1,1,0,0,0,0,0,2,3,0,41,Warren Beatty
205,0,0,0,0,0,0,0,0,0,1,0,0,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The Goodbye Girl  ,1,11,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,30,Richard Dreyfuss
206,0,0,1,0,0,0,0,0,0,0,0,0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday Night Fever  ,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,John Travolta
207,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Una giornata particolare  ,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,53,Marcello Mastroianni
208,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Equus  ,0,6,0,1,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,52,Richard Burton
209,0,0,0,0,0,0,0,1,0,0,0,0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Annie Hall  ,0,6,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,42,Woody Allen
210,0,0,0,0,0,0,0,0,0,1,0,0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Network  ,1,11,0,4,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,60,Peter Finch
211,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pasqualino Settebellezze  ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,34,Giancarlo Giannini
212,0,0,0,1,0,0,0,0,0,0,0,0,94.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taxi Driver  ,0,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,33,Robert De Niro
213,0,0,0,0,0,0,0,0,0,1,0,0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Rocky  ,0,3,1,0,1,1,1,1,1,5,1,0,0,0,0,0,0,0,1,0,30,Sylvester Stallone
214,0,0,0,0,0,0,0,0,0,1,0,0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Network  ,0,11,0,3,1,1,1,1,1,4,1,1,0,1,0,0,0,0,0,0,58,William Holden
215,0,0,0,0,0,0,0,0,0,1,0,0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One Flew Over the Cuckoo's Nest  ,1,5,0,1,1,1,1,1,1,4,1,3,0,0,1,0,0,0,0,0,38,Jack Nicholson
216,0,0,0,0,0,0,0,0,0,0,0,1,86.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dog Day Afternoon  ,0,4,1,0,0,0,1,1,0,2,1,2,0,0,1,0,0,0,0,0,35,Al Pacino
217,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Give 'em Hell, Harry!  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,James Whitmore
218,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Man in the Glass Booth  ,0,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,Maximilian Schell
